Data source record id	NCBI tax id	BioSample	BioProject	Data source organism name	NCBI scientific name	RDP taxa	Data source lineage	NCBI taxonomic lineage	RDP taxonomic lineage	basecount	16S gene count	23S gene count	tRNA gene count	Curator	Evidence	Note	References	rrnDB version
GCF_026247865.1	562	SAMN31669046	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026247885.1	2993564	SAMN31613241	PRJNA224116	Methylococcus mesophilus	Methylococcus mesophilus	Methylococcus (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Methylococcales|order; Methylococcaceae|family; Methylococcus|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026247905.1	72407	SAMN29934016	PRJNA224116	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Klebsiella|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026247925.1	72407	SAMN29934015	PRJNA224116	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Klebsiella|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026247945.1	72407	SAMN29934020	PRJNA224116	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Klebsiella|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026247965.1	72407	SAMN29934021	PRJNA224116	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Klebsiella|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026247985.1	72407	SAMN29934022	PRJNA224116	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Klebsiella|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026248005.1	72407	SAMN29934023	PRJNA224116	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Klebsiella|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026248225.1	72407	SAMN29934025	PRJNA224116	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	Klebsiella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Klebsiella|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026248385.1	28901	SAMN31698714	PRJNA224116	Salmonella enterica	Salmonella enterica	Salmonella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Salmonella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026248545.1	28901	SAMN31698713	PRJNA224116	Salmonella enterica	Salmonella enterica	Salmonella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Salmonella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026248685.1	2993314	SAMN31580283	PRJNA224116	Haladaptatus caseinilyticus	Haladaptatus caseinilyticus	Haladaptatus (genus)			Archaea|domain; Euryarchaeota|phylum; Halobacteria|class; Halobacteriales|order; Halobacteriaceae|family; Haladaptatus|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026248825.1	332158	SAMN31711601	PRJNA224116	Larkinella insperata	Larkinella insperata	Larkinella (genus)			Bacteria|domain; Bacteroidota|phylum; Cytophagia|class; Cytophagales|order; Spirosomaceae|family; Larkinella|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026248845.1	562	SAMN31720454	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026248865.1	562	SAMN31720575	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026248885.1	562	SAMN31720681	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026250525.1	2994555	SAMN31710250	PRJNA224116	Chondrinema litorale	Chondrinema litorale	Flexithrix (genus)			Bacteria|domain; Bacteroidota|phylum; Cytophagia|class; Cytophagales|order; Flammeovirgaceae|family; Flexithrix|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026254485.1	492670	SAMN31676085	PRJNA224116	Bacillus velezensis	Bacillus velezensis	Bacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Bacillus|genus		9				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026261605.1	447588	SAMN30025437	PRJNA224116	Dechloromonas sp. A34	Dechloromonas sp. A34	Dechloromonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Rhodocyclales|order; Azonexaceae|family; Dechloromonas|genus		4				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026261625.1	317	SAMN31633288	PRJNA224116	Pseudomonas syringae	Pseudomonas syringae	Pseudomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026261685.1	317	SAMN31633286	PRJNA224116	Pseudomonas syringae	Pseudomonas syringae	Pseudomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026261705.1	317	SAMN31633287	PRJNA224116	Pseudomonas syringae	Pseudomonas syringae	Pseudomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026278245.1	2592049	SAMN31309238	PRJNA224116	Pontibacter kalidii	Pontibacter kalidii	Pontibacter (genus)			Bacteria|domain; Bacteroidota|phylum; Cytophagia|class; Cytophagales|order; Hymenobacteraceae|family; Pontibacter|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026278265.1	2992805	SAMN31562817	PRJNA224116	Clostridium sp. LQ25	Clostridium sp. LQ25	Clostridium sensu stricto (genus)			Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Clostridiaceae 1|family; Clostridium sensu stricto|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026278285.1	483913	SAMN31668060	PRJNA224116	Bacillus inaquosorum	Bacillus inaquosorum	Bacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Bacillus|genus		10				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026278305.1	33038	SAMN31742036	PRJNA224116	Mediterraneibacter gnavus	Mediterraneibacter gnavus	Lachnospiraceae (family)			Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Lachnospiraceae|family		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026278325.1	33038	SAMN31742061	PRJNA224116	Mediterraneibacter gnavus	Mediterraneibacter gnavus	Lachnospiraceae (family)			Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Lachnospiraceae|family		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026278345.1	2674997	SAMN31736499	PRJNA224116	Tellurirhabdus rosea	Tellurirhabdus rosea	Tellurirhabdus (genus)			Bacteria|domain; Bacteroidota|phylum; Cytophagia|class; Cytophagales|order; Cytophagaceae|family; Tellurirhabdus|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026314295.1	2994078	SAMN31666078	PRJNA224116	Caproicibacterium sp. BJN0003	Caproicibacterium sp. BJN0003	Caproicibacterium (genus)			Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Oscillospiraceae|family; Caproicibacterium|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026314315.1	2993656	SAMN31667776	PRJNA224116	Raoultella sp. DY2415	Raoultella sp. DY2415	Klebsiella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Klebsiella|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026314335.1	1282	SAMN31749776	PRJNA224116	Staphylococcus epidermidis	Staphylococcus epidermidis	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026314355.1	198620	SAMN31656541	PRJNA224116	Pseudomonas koreensis	Pseudomonas koreensis	Pseudomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026314945.1	2983606	SAMN31142861	PRJNA224116	Chryseobacterium fluminis	Chryseobacterium fluminis	Chryseobacterium (genus)			Bacteria|domain; Bacteroidota|phylum; Flavobacteriia|class; Flavobacteriales|order; Weeksellaceae|family; Chryseobacterium|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026315005.1	28450	SAMN06473509	PRJNA224116	Burkholderia pseudomallei	Burkholderia pseudomallei	Burkholderia (genus)			Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Burkholderiaceae|family; Burkholderia|genus		4				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026315025.1	28450	SAMN06473477	PRJNA224116	Burkholderia pseudomallei	Burkholderia pseudomallei	Burkholderia (genus)			Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Burkholderiaceae|family; Burkholderia|genus		4				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026315045.1	28450	SAMN06473447	PRJNA224116	Burkholderia pseudomallei	Burkholderia pseudomallei	Burkholderia (genus)			Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Burkholderiaceae|family; Burkholderia|genus		4				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026315065.1	747	SAMN31749861	PRJNA224116	Pasteurella multocida	Pasteurella multocida	Pasteurella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Pasteurella|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026315085.1	747	SAMN31750065	PRJNA224116	Pasteurella multocida	Pasteurella multocida	Pasteurella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Pasteurella|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026315125.1	747	SAMN31750135	PRJNA224116	Pasteurella multocida	Pasteurella multocida	Pasteurella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Pasteurella|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026315145.1	747	SAMN31751329	PRJNA224116	Pasteurella multocida	Pasteurella multocida	Pasteurella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Pasteurella|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026315165.1	747	SAMN31751361	PRJNA224116	Pasteurella multocida	Pasteurella multocida	Pasteurella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Pasteurella|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026315225.1	747	SAMN31751474	PRJNA224116	Pasteurella multocida	Pasteurella multocida	Pasteurella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Pasteurella|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026341465.2	562	SAMN31781979	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026409165.1	1352	SAMN31742645	PRJNA224116	Enterococcus faecium	Enterococcus faecium	Enterococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Enterococcaceae|family; Enterococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026409185.1	470	SAMN31652219	PRJNA224116	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Moraxellaceae|family; Acinetobacter|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026409205.1	470	SAMN31652807	PRJNA224116	Acinetobacter baumannii	Acinetobacter baumannii	Acinetobacter (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Moraxellaceae|family; Acinetobacter|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026409225.1	747	SAMN31765270	PRJNA224116	Pasteurella multocida	Pasteurella multocida	Pasteurella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Pasteurella|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026409245.1	747	SAMN31765282	PRJNA224116	Pasteurella multocida	Pasteurella multocida	Pasteurella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Pasteurella|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026409265.1	747	SAMN31765310	PRJNA224116	Pasteurella multocida	Pasteurella multocida	Pasteurella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Pasteurella|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026409285.1	747	SAMN31765475	PRJNA224116	Pasteurella multocida	Pasteurella multocida	Pasteurella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Pasteurella|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026409305.1	747	SAMN31765425	PRJNA224116	Pasteurella multocida	Pasteurella multocida	Pasteurella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Pasteurella|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026409325.1	747	SAMN31736550	PRJNA224116	Pasteurella multocida	Pasteurella multocida	Pasteurella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Pasteurella|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026409345.1	747	SAMN31765396	PRJNA224116	Pasteurella multocida	Pasteurella multocida	Pasteurella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Pasteurella|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026409365.1	747	SAMN31765285	PRJNA224116	Pasteurella multocida	Pasteurella multocida	Pasteurella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pasteurellales|order; Pasteurellaceae|family; Pasteurella|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026409565.1	2599305	SAMN31370863	PRJNA224116	Sneathiella aquimaris	Sneathiella aquimaris	Sneathiella (genus)			Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Sneathiellales|order; Sneathiellaceae|family; Sneathiella|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026410045.1	1423	SAMN31726910	PRJNA224116	Bacillus subtilis	Bacillus subtilis	Bacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Bacillus|genus		10				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026410065.1	1501	SAMN28812949	PRJNA224116	Clostridium pasteurianum	Clostridium pasteurianum	Clostridium sensu stricto (genus)			Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Clostridiaceae 1|family; Clostridium sensu stricto|genus		10				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026410105.1	2995174	SAMN31675823	PRJNA224116	Pseudomonas quebecensis	Pseudomonas quebecensis	Pseudomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026410125.1	2995174	SAMN31675822	PRJNA224116	Pseudomonas quebecensis	Pseudomonas quebecensis	Pseudomonas (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026410845.1	174	SAMN31762459	PRJNA224116	Leptospira borgpetersenii	Leptospira borgpetersenii	Leptospira (genus)			Bacteria|domain; Spirochaetota|phylum; Spirochaetia|class; Leptospirales|order; Leptospiraceae|family; Leptospira|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026410865.1	29507	SAMN31747571	PRJNA224116	Leptospira kirschneri	Leptospira kirschneri	Leptospira (genus)			Bacteria|domain; Spirochaetota|phylum; Spirochaetia|class; Leptospirales|order; Leptospiraceae|family; Leptospira|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026410905.1	226665	SAMN31806548	PRJNA224116	Rickettsia conorii subsp. heilongjiangensis	Rickettsia conorii subsp. heilongjiangensis	Rickettsia (genus)			Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Rickettsiales|order; Rickettsiaceae|family; Rickettsia|genus		1				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026410925.1	1510225	SAMN31779816	PRJNA224116	Halovenus salina	Halovenus salina	Halovenus (genus)			Archaea|domain; Euryarchaeota|phylum; Halobacteria|class; Halobacteriales|order; Halobacteriaceae|family; Halovenus|genus		1				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026427355.1	2970925	SAMN30184334	PRJNA224116	Sphingobium sp. JS3065	Sphingobium sp. JS3065	Sphingobium (genus)			Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Sphingomonadales|order; Sphingomonadaceae|family; Sphingobium|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026427375.1	573	SAMN21529401	PRJNA224116	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Klebsiella|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026427395.1	119857	SAMEA5971373	PRJNA224116	Francisella tularensis subsp. holarctica	Francisella tularensis subsp. holarctica	Francisella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Thiotrichales|order; Francisellaceae|family; Francisella|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026427415.1	67367	SAMN21849707	PRJNA224116	Streptomyces tanashiensis	Streptomyces tanashiensis	Streptomyces (genus)			Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Streptomycetales|order; Streptomycetaceae|family; Streptomyces|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026427435.1	28035	SAMN21459164	PRJNA224116	Staphylococcus lugdunensis	Staphylococcus lugdunensis	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026427455.1	28035	SAMN21459165	PRJNA224116	Staphylococcus lugdunensis	Staphylococcus lugdunensis	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026427475.1	28035	SAMN21459166	PRJNA224116	Staphylococcus lugdunensis	Staphylococcus lugdunensis	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026427495.1	28035	SAMN21459167	PRJNA224116	Staphylococcus lugdunensis	Staphylococcus lugdunensis	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026427515.1	28035	SAMN21459168	PRJNA224116	Staphylococcus lugdunensis	Staphylococcus lugdunensis	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026427535.1	28035	SAMN21459169	PRJNA224116	Staphylococcus lugdunensis	Staphylococcus lugdunensis	Staphylococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Staphylococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026427555.1	47715	SAMN27162334	PRJNA224116	Lacticaseibacillus rhamnosus	Lacticaseibacillus rhamnosus	Lacticaseibacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Lactobacillaceae|family; Lacticaseibacillus|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026427575.1	1352	SAMN29360020	PRJNA224116	Enterococcus faecium	Enterococcus faecium	Enterococcus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Enterococcaceae|family; Enterococcus|genus		6				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026427595.1	1632866	SAMN29761917	PRJNA224116	Alkalimarinus sediminis	Alkalimarinus sediminis	Alkalimarinus (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Alteromonadales|order; Alteromonadaceae|family; Alkalimarinus|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026427615.1	573	SAMN21565548	PRJNA224116	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Klebsiella|genus		8				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026427635.1	2849039	SAMN19715595	PRJNA224116	Thermus sp. PS18	Thermus sp. PS18	Thermus (genus)			Bacteria|domain; Deinococcota|phylum; Deinococci|class; Thermales|order; Thermaceae|family; Thermus|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026427675.1	2109	SAMN31171318	PRJNA224116	Mycoplasmopsis synoviae	Mycoplasmopsis synoviae	Mycoplasmopsis (genus)			Bacteria|domain; Mycoplasmatota|phylum; Mollicutes|class; Mycoplasmoidales|order; Metamycoplasmataceae|family; Mycoplasmopsis|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026427695.1	2109	SAMN31171317	PRJNA224116	Mycoplasmopsis synoviae	Mycoplasmopsis synoviae	Mycoplasmopsis (genus)			Bacteria|domain; Mycoplasmatota|phylum; Mollicutes|class; Mycoplasmoidales|order; Metamycoplasmataceae|family; Mycoplasmopsis|genus		2				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026427715.1	2654282	SAMN31262980	PRJNA224116	Methylocystis sp. MJC1	Methylocystis sp. MJC1	Methylocystaceae (family)			Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Hyphomicrobiales|order; Methylocystaceae|family		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026427735.1	34085	SAMN31373282	PRJNA224116	Riemerella anatipestifer	Riemerella anatipestifer	Riemerella (genus)			Bacteria|domain; Bacteroidota|phylum; Flavobacteriia|class; Flavobacteriales|order; Weeksellaceae|family; Riemerella|genus		3				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026427755.1	562	SAMN12868540	PRJNA224116	Escherichia coli	Escherichia coli	Escherichia/Shigella (genus)			Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus		7				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026427775.1	2651199	SAMN12872866	PRJNA224116	Arthrobacter sp. CDRTa11	Arthrobacter sp. CDRTa11	Arthrobacter (genus) and Micrococcaceae (family)			Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Micrococcales|order; Micrococcaceae|family; Arthrobacter|genus|||Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Micrococcales|order; Micrococcaceae|family		4				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026428215.1	148814	SAMN21529763	PRJNA224116	Apilactobacillus kunkeei	Apilactobacillus kunkeei	Apilactobacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Lactobacillaceae|family; Apilactobacillus|genus		5				Machine processing of NCBI genome assembly data.			"""5.10"""
GCF_026428235.1	1218494	SAMN21529765	PRJNA224116	Lactobacillus helsingborgensis	Lactobacillus helsingborgensis	Lactobacillus (genus)			Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Lactobacillaceae|family; Lactobacillus|genus		4				Machine processing of NCBI genome assembly data.			"""5.10"""
