Data source record id,NCBI tax id,BioSample,BioProject,Data source organism name,NCBI scientific name,RDP taxa,Data source lineage,NCBI taxonomic lineage,RDP taxonomic lineage,basecount,16S gene count,23S gene count,tRNA gene count,Curator,Evidence,Note,References,rrnDB version
GCF_019703835.1,1891207,SAMD00057776,PRJNA224116,Thaumasiovibrio subtropicus,Thaumasiovibrio subtropicus,Thaumasiovibrio (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Vibrionales|order; Vibrionaceae|family; Thaumasiovibrio|genus,NA,12,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019703855.1,2772557,SAMD00248603,PRJNA224116,Desulfomarina profundi,Desulfomarina profundi,Desulfomarina (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Deltaproteobacteria|class; Desulfobacterales|order; Desulfobulbaceae|family; Desulfomarina|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019703875.1,2778876,SAMD00252853,PRJNA224116,Methyloradius palustris,Methyloradius palustris,Methyloradius (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Nitrosomonadales|order; Methylophilaceae|family; Methyloradius|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019704135.1,2802975,SAMD00272079,PRJNA224116,Desulfuromonas versatilis,Desulfuromonas versatilis,Desulfuromonas (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Deltaproteobacteria|class; Desulfuromonadales|order; Desulfuromonadaceae|family; Desulfuromonas|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019704535.1,316,SAMD00327673,PRJNA224116,Stutzerimonas stutzeri,Stutzerimonas stutzeri,Pseudomonas (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Pseudomonas|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019720755.1,3374600,SAMN20752402,PRJNA224116,Halosquirtibacter laminarini,Halosquirtibacter laminarini,Puteibacter (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Bacteroidia|class; Bacteroidales|order; Prolixibacteraceae|family; Puteibacter|genus,NA,13,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019722725.1,2852117,SAMN19966097,PRJNA224116,Vreelandella profundi,Vreelandella profundi,Halomonas (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Oceanospirillales|order; Halomonadaceae|family; Halomonas|genus,NA,6,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019739075.1,1802,SAMN20463126,PRJNA224116,Mycolicibacterium farcinogenes,Mycolicibacterium farcinogenes,Mycobacterium (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Mycobacteriales|order; Mycobacteriaceae|family; Mycobacterium|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019740355.2,2862509,SAMN20368531,PRJNA224116,Paracrocinitomix mangrovi,Paracrocinitomix mangrovi,Crocinitomix (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Flavobacteriia|class; Flavobacteriales|order; Crocinitomicaceae|family; Crocinitomix|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019774635.1,254785,SAMN20846014,PRJNA224116,Streptococcus halichoeri,Streptococcus halichoeri,Streptococcus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Streptococcaceae|family; Streptococcus|genus,NA,6,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019797805.1,86102,SAMN20865297,PRJNA224116,Idiomarina abyssalis,Idiomarina abyssalis,Idiomarina (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Alteromonadales|order; Idiomarinaceae|family; Idiomarina|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019797845.1,2871826,SAMN20924929,PRJNA224116,Symbiopectobacterium purcellii,Symbiopectobacterium purcellii,Symbiopectobacterium (genus) and Pectobacteriaceae (family),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Pectobacteriaceae|family; Symbiopectobacterium|genus|||Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Pectobacteriaceae|family,NA,7,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019797925.1,43662,SAMN20877001,PRJNA224116,Pseudoalteromonas piscicida,Pseudoalteromonas piscicida,Pseudoalteromonas (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Alteromonadales|order; Pseudoalteromonadaceae|family; Pseudoalteromonas|genus,NA,9,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019844095.1,55211,SAMN20930359,PRJNA224116,Erwinia persicina,Erwinia persicina,Erwinia (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Erwiniaceae|family; Erwinia|genus,NA,7,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019856495.1,986075,SAMN15595112,PRJNA224116,Caldalkalibacillus thermarum TA2.A1,Caldalkalibacillus thermarum TA2.A1,Caldalkalibacillus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Caldalkalibacillus|genus,NA,8,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019856515.1,3374599,SAMN20865098,PRJNA224116,Halosquirtibacter xylanolyticus,Halosquirtibacter xylanolyticus,Puteibacter (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Bacteroidia|class; Bacteroidales|order; Prolixibacteraceae|family; Puteibacter|genus,NA,13,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019880205.1,3074822,SAMN20953561,PRJNA224116,Pantoea alfalfae,Pantoea alfalfae,Pantoea (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Erwiniaceae|family; Pantoea|genus,NA,7,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019880385.1,2872154,SAMN20956028,PRJNA224116,Nocardioides coralli,Nocardioides coralli,Nocardioides (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Propionibacteriales|order; Nocardioidaceae|family; Nocardioides|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019884725.1,2873270,SAMN20058466,PRJNA224116,Leucobacter tenebrionis,Leucobacter tenebrionis,Leucobacter (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Micrococcales|order; Microbacteriaceae|family; Leucobacter|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019884785.1,1286698,SAMN21034494,PRJNA224116,Crassaminicella profunda,Crassaminicella profunda,Crassaminicella (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Clostridiaceae 4|family; Crassaminicella|genus,NA,13,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019890955.1,59814,SAMN21035695,PRJNA224116,Pantoea dispersa,Pantoea dispersa,Pantoea (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Erwiniaceae|family; Pantoea|genus,NA,7,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019891175.1,2016068,SAMN18435728,PRJNA224116,Leptothermofonsia sichuanensis E412,Leptothermofonsia sichuanensis E412,Cyanophyceae (class),NA,NA,Bacteria|domain; Cyanobacteriota|phylum; Cyanophyceae|class,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019891395.1,430679,SAMN20060180,PRJNA224116,Nitratireductor kimnyeongensis,Nitratireductor kimnyeongensis,Nitratireductor (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Hyphomicrobiales|order; Phyllobacteriaceae|family; Nitratireductor|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019900845.1,2831148,SAMN18876451,PRJNA224116,Paraneptunicella aestuarii,Paraneptunicella aestuarii,Paraneptunicella (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Alteromonadales|order; Alteromonadaceae|family; Paraneptunicella|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019904175.1,53362,SAMN14566521,PRJNA224116,Dactylosporangium vinaceum,Dactylosporangium vinaceum,Dactylosporangium (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Micromonosporales|order; Micromonosporaceae|family; Dactylosporangium|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019915265.1,2672567,SAMN20983313,PRJNA224116,Bacillus aquiflavi,Bacillus aquiflavi,Bacillus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Bacillus|genus,NA,9,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019916025.1,1490,SAMN20207145,PRJNA224116,Paraclostridium bifermentans,Paraclostridium bifermentans,Paraclostridium (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Peptostreptococcaceae|family; Paraclostridium|genus,NA,16,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019916085.1,2696560,SAMN13761857,PRJNA224116,Aquirufa lenticrescens,Aquirufa lenticrescens,Aquirufa (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Cytophagia|class; Cytophagales|order; Cytophagaceae|family; Aquirufa|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019923565.1,1081631,SAMN18836834,PRJNA224116,Candidatus Schneideria nysicola,Candidatus Schneideria nysicola,Pectobacteriaceae (family),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Pectobacteriaceae|family,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019930545.1,269673,SAMN21169179,PRJNA224116,Sporolactobacillus terrae,Sporolactobacillus terrae,Sporolactobacillus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Sporolactobacillaceae|family; Sporolactobacillus|genus,NA,7,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019930585.1,2872652,SAMN20948085,PRJNA224116,Sphingomonas nostoxanthinifaciens,Sphingomonas nostoxanthinifaciens,Sphingomonas (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Sphingomonadales|order; Sphingomonadaceae|family; Sphingomonas|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019930665.1,291645,SAMN20888878,PRJNA224116,Bacteroides nordii,Bacteroides nordii,Bacteroides (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Bacteroidia|class; Bacteroidales|order; Bacteroidaceae|family; Bacteroides|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019930785.1,152500,SAMN20888880,PRJNA224116,Burkholderia dolosa,Burkholderia dolosa,Burkholderia (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Burkholderiaceae|family; Burkholderia|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019930925.1,38323,SAMN20888879,PRJNA224116,Bartonella henselae,Bartonella henselae,Bartonella (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Alphaproteobacteria|class; Hyphomicrobiales|order; Bartonellaceae|family; Bartonella|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019931005.1,46124,SAMN20888894,PRJNA224116,Granulicatella adiacens,Granulicatella adiacens,Granulicatella (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Lactobacillales|order; Carnobacteriaceae|family; Granulicatella|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019931045.1,82633,SAMN20888889,PRJNA224116,Cupriavidus pauculus,Cupriavidus pauculus,Cupriavidus (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Burkholderiaceae|family; Cupriavidus|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019931675.1,1774216,SAMN21236012,PRJNA224116,Nocardioides rotundus,Nocardioides rotundus,Nocardioides (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Propionibacteriales|order; Nocardioidaceae|family; Nocardioides|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019931735.1,1738770,SAMN21199278,PRJNA224116,Shewanella inventionis,Shewanella inventionis,Shewanella (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Alteromonadales|order; Shewanellaceae|family; Shewanella|genus,NA,8,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019933155.2,2874282,SAMN21210933,PRJNA224116,Metabacillus dongyingensis,Metabacillus dongyingensis,Metabacillus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Bacillaceae|family; Metabacillus|genus,NA,11,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019933235.1,285578,SAMN21169134,PRJNA224116,Streptomyces angustmyceticus,Streptomyces angustmyceticus,Streptomyces (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Streptomycetales|order; Streptomycetaceae|family; Streptomyces|genus,NA,7,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019968605.1,1908341,SAMN21240475,PRJNA224116,Polaribacter litorisediminis,Polaribacter litorisediminis,Polaribacter (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Flavobacteriia|class; Flavobacteriales|order; Flavobacteriaceae|family; Polaribacter|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019973615.1,2798804,SAMD00265974,PRJNA224116,Rhodoferax lithotrophicus,Rhodoferax lithotrophicus,Rhodoferax (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Comamonadaceae|family; Rhodoferax|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019974135.1,2755559,SAMD00394826,PRJNA224116,Actinomyces capricornis,Actinomyces capricornis,Actinomyces (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Actinomycetales|order; Actinomycetaceae|family; Actinomyces|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019977655.1,704125,SAMD00388684,PRJNA224116,Clostridium gelidum,Clostridium gelidum,Clostridium sensu stricto (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Clostridiaceae 1|family; Clostridium sensu stricto|genus,NA,10,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_019977755.1,104609,SAMD00318911,PRJNA224116,Vibrio penaeicida,Vibrio penaeicida,Vibrio (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Vibrionales|order; Vibrionaceae|family; Vibrio|genus,NA,10,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020025155.1,2830842,SAMN18869291,PRJNA224116,Halopseudomonas nanhaiensis,Halopseudomonas nanhaiensis,Halopseudomonas (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Pseudomonadales|order; Pseudomonadaceae|family; Halopseudomonas|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020042285.1,2875540,SAMN21364210,PRJNA224116,Ferruginibacter albus,Ferruginibacter albus,Ferruginibacter (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Chitinophagia|class; Chitinophagales|order; Chitinophagaceae|family; Ferruginibacter|genus,NA,1,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020042345.1,2875539,SAMN21364209,PRJNA224116,Arachidicoccus terrestris,Arachidicoccus terrestris,Arachidicoccus (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Chitinophagia|class; Chitinophagales|order; Chitinophagaceae|family; Arachidicoccus|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020079945.1,472693,SAMN21400474,PRJNA224116,Pantoea eucrina,Pantoea eucrina,Pantoea (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Erwiniaceae|family; Pantoea|genus,NA,7,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020080045.1,379895,SAMN21401359,PRJNA224116,Comamonas odontotermitis,Comamonas odontotermitis,Comamonas (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Comamonadaceae|family; Comamonas|genus,NA,6,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020084865.1,2820270,SAMN18353996,PRJNA224116,Candidatus Kaistella beijingensis,Candidatus Kaistella beijingensis,Chryseobacterium (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Flavobacteriia|class; Flavobacteriales|order; Weeksellaceae|family; Chryseobacterium|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020091425.1,328812,SAMN15547026,PRJNA224116,Parabacteroides goldsteinii,Parabacteroides goldsteinii,Parabacteroides (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Bacteroidia|class; Bacteroidales|order; Porphyromonadaceae|family; Parabacteroides|genus,NA,6,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020091505.1,674529,SAMN15547144,PRJNA224116,Bacteroides faecis,Bacteroides faecis,Bacteroides (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Bacteroidia|class; Bacteroidales|order; Bacteroidaceae|family; Bacteroides|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020091585.1,2653194,SAMN21366140,PRJNA224116,Kovacikia minuta CCNUW1,Kovacikia minuta CCNUW1,Leptolyngbyaceae (family) and Kovacikia (genus),NA,NA,Bacteria|domain; Cyanobacteriota|phylum; Cyanophyceae|class; Leptolyngbyales|order; Leptolyngbyaceae|family|||Bacteria|domain; Cyanobacteriota|phylum; Cyanophyceae|class; Leptolyngbyales|order; Leptolyngbyaceae|family; Kovacikia|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020097135.1,2875764,SAMN21409638,PRJNA224116,Macrococcus armenti,Macrococcus armenti,Macrococcus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Staphylococcaceae|family; Macrococcus|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020097155.1,2856555,SAMN20119639,PRJNA224116,Micrococcus porci,Micrococcus porci,Micrococcus (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Micrococcales|order; Micrococcaceae|family; Micrococcus|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020097295.1,29489,SAMN21218866,PRJNA224116,Aeromonas enteropelogenes,Aeromonas enteropelogenes,Aeromonas (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Aeromonadales|order; Aeromonadaceae|family; Aeromonas|genus,NA,10,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020097375.1,28124,SAMN21218862,PRJNA224116,Porphyromonas endodontalis,Porphyromonas endodontalis,Porphyromonas (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Bacteroidia|class; Bacteroidales|order; Porphyromonadaceae|family; Porphyromonas|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020097475.1,564,SAMN21218855,PRJNA224116,Escherichia fergusonii,Escherichia fergusonii,Escherichia/Shigella (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Escherichia/Shigella|genus,NA,7,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020099175.1,1463165,SAMN21218859,PRJNA224116,Klebsiella quasipneumoniae,Klebsiella quasipneumoniae,Klebsiella (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Klebsiella|genus,NA,8,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020099275.1,108486,SAMN21218850,PRJNA224116,Corynebacterium falsenii,Corynebacterium falsenii,Corynebacterium (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Mycobacteriales|order; Corynebacteriaceae|family; Corynebacterium|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020099335.1,35703,SAMN21218845,PRJNA224116,Citrobacter amalonaticus,Citrobacter amalonaticus,Citrobacter (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Enterobacteriaceae|family; Citrobacter|genus,NA,7,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020099395.1,35621,SAMN21037215,PRJNA224116,Streptomyces mobaraensis,Streptomyces mobaraensis,Streptomyces (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Streptomycetales|order; Streptomycetaceae|family; Streptomyces|genus,NA,7,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020149575.1,648794,SAMN20256631,PRJNA224116,Aeromonas rivuli,Aeromonas rivuli,Aeromonas (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Aeromonadales|order; Aeromonadaceae|family; Aeromonas|genus,NA,10,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020149915.1,2875962,SAMN21419193,PRJNA224116,Candidatus Sulfidibacterium hydrothermale,Candidatus Sulfidibacterium hydrothermale,Lentimicrobium (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Bacteroidia|class; Bacteroidales|order; Lentimicrobiaceae|family; Lentimicrobium|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020149935.1,2975157,SAMN21419738,PRJNA224116,Marinilongibacter aquaticus,Marinilongibacter aquaticus,Jiulongibacter (genus),NA,NA,Bacteria|domain; Bacteroidota|phylum; Cytophagia|class; Cytophagales|order; Spirosomaceae|family; Jiulongibacter|genus,NA,2,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020150375.1,546367,SAMN21366585,PRJNA224116,Hafnia paralvei,Hafnia paralvei,Hafnia (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Hafniaceae|family; Hafnia|genus,NA,8,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020162115.1,307486,SAMN21531155,PRJNA224116,Tepidimonas taiwanensis,Tepidimonas taiwanensis,Tepidimonas (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Burkholderiales|order; Comamonadaceae|family; Tepidimonas|genus,NA,3,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020162295.1,1120981,SAMN17137619,PRJNA224116,Alysiella filiformis DSM 16848,Alysiella filiformis DSM 16848,Alysiella (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Betaproteobacteria|class; Neisseriales|order; Neisseriaceae|family; Alysiella|genus,NA,6,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020181435.1,105841,SAMN21163588,PRJNA224116,Anaerostipes caccae,Anaerostipes caccae,Anaerostipes (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Lachnospiraceae|family; Anaerostipes|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020181655.1,2878098,SAMN21542832,PRJNA224116,Pectobacterium colocasium,Pectobacterium colocasium,Pectobacterium (genus),NA,NA,Bacteria|domain; Pseudomonadota|phylum; Gammaproteobacteria|class; Enterobacterales|order; Pectobacteriaceae|family; Pectobacterium|genus,NA,7,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020215645.1,93944,SAMN21565625,PRJNA224116,Nonomuraea gerenzanensis,Nonomuraea gerenzanensis,Nonomuraea (genus),NA,NA,Bacteria|domain; Actinomycetota|phylum; Actinobacteria|class; Streptosporangiales|order; Streptosporangiaceae|family; Nonomuraea|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020215665.1,2877527,SAMN21529767,PRJNA224116,Blautia parvula,Blautia parvula,Blautia (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Clostridia|class; Eubacteriales|order; Lachnospiraceae|family; Blautia|genus,NA,5,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020217405.1,2115968,SAMN21380732,PRJNA224116,Lysinibacillus capsici,Lysinibacillus capsici,Lysinibacillus (genus),NA,NA,Bacteria|domain; Bacillota|phylum; Bacilli|class; Caryophanales|order; Caryophanaceae|family; Lysinibacillus|genus,NA,11,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
GCF_020229735.1,2737050,SAMN21422229,PRJNA224116,Deinococcus taeanensis,Deinococcus taeanensis,Deinococcus (genus),NA,NA,Bacteria|domain; Deinococcota|phylum; Deinococci|class; Deinococcales|order; Deinococcaceae|family; Deinococcus|genus,NA,4,NA,NA,NA,Machine processing of NCBI genome assembly data.,NA,NA,"""5.10"""
